index,functions,pair,candidate_TPL,label
37481,"1. Stay updated with LetzRoll Offroad Racing news
2. Access news feeds and links to offload racing series
3. View the 2015 race schedule
4. Watch videos of offroad racing events
5. Browse photos of race builds and events
6. Explore the LetzRoll Offroad Racing team
7. Visit the Partner Page for marketing partner links
8. Download the app to get ""Ready to Roll"" for 2015","[""Joanzapata PDFView"", ""Signpost Oauth""]","[""Vudroid PDF Reader""]",True
22250,"1. Fun conversations and activities for families
2. Hundreds of fascinating questions for teens
3. 5 categories of questions to choose from
4. Social sharing function to share favorite questions
5. Sparks meaningful conversations and activities
6. Helps grow closer to God and each other","[""Fmod"", ""Twitter4J""]","[""Unity3D""]",True
30596,"1. Dive into ocean of color and light
2. Make original painting and share it
3. Save artwork as photo in photo gallery
4. Choose from a variety of color palettes
5. Make your time fun with coloring
6. High quality zoom for detailed coloring
7. More than 160 beautiful paint sketches and doodles
8. Simple and sedative gameplay for relaxation
9. Suitable for toddlers, kids, teenagers, and adults
10. Free to play coloring book
11. Fast animated shading for easy coloring
12. Save and share paintings via social media
13. Perfect for boys and girls
14. Daily free gifts for added enjoyment
15. Optimized for phones and tablets","[""Square Otto"", ""Unity3D Android notification plugin""]","[""SOOMLA Framework for Game""]",True
42428,"1. Play a match3 game.  
2. Experience beautiful flower graphics.  
3. Explore delicious environments and meet characters.  
4. Use helpful magical boosters.  
5. Complete adventurous levels and unlock treats.  
6. Play through hundreds of flower levels.  
7. View leaderboards to track friends and competitors.","[""Unity3D"", ""Flurry SDK""]","[""Fmod""]",True
30022,"- Choose favorite Cowboy character from farmers list
- Make cowboy run across farm fields
- Jump and ride horse to make high scores
- Collect eggs to unlock new characters","[""SOOMLA Framework for Game"", ""ChartBoost""]","[""Square Otto""]",True
31061,"1. Serve snacks and drinks to guests at the pool.
2. Provide towels and other pool essentials to guests.
3. Help guests dive into the pool to cool off.
4. Spoil friends with luxurious treatments at the spa.
5. Treat pool injuries at the doctor's office.
6. Clean and fix the pool to make it look fabulous.
7. Show off smoothie making skills at the smoothie bar.
8. Pamper guests with a relaxing spa day.
9. Beautify with exotic fish pedicures and cucumber masks.
10. Dress up with stylish sunglasses, jewelry, and tops.
11. Use real doctor tools to treat pool injuries.
12. Shop for adorable goodies at the pool boutique.
13. Share the party on social media with Pool'stagram.
14. Get creative with pool-themed coloring pages.","[""Guice"", ""Inmobi""]","[""Amazon In Store App SDK""]",True
16622,"1. Join the battlefield in the center of pixel city
2. Fight against enemies to save your life
3. Complete different military missions
4. Use wide gun arsenal to protect yourself
5. Upgrade shooting and tactics skills
6. Aim right and kill enemies with one shot
7. Test your military skills in street fighting
8. Explore unusual pixel environments made of blocks
9. Buy different weapons and upgrade fighting skills
10. Keep your gun alert and shoot first
11. Save pixel city from war and destruction
12. Enjoy different game modes and missions
13. Unleash the war and protect your city
14. Use bullets wisely to survive in the battlefield
15. Gain ultimate shooting experience in 3D","[""Square Dagger"", ""Facebook SDK""]","[""Nine Old Androids""]",True
22084,"1. Cleopatra MEGA wins!
2. 20 Reel Slots and YOUR choice of line count!
3. FREE Bonus Coin & Lucky Prize Wheel EVERY 4 hours
4. Pyramid HD graphics!
5. Level Up: Free coins, MORE lines, BIGGER bet max!
6. Double Down on your slot machine wins!
7. The Sphynx, auto-spins and free spins!
8. Egyptian living with boost multiplier!
9. Go wild with Wildcards
10. Multilingual UI: free online slots in your language!
11. Auto spins and Fast stop!
12. Premium sound effects
13. Mini games galore!!!","[""Fmod"", ""Google Mobile Services""]","[""Unity3D""]",True
42981,"1. Provides real-world advice on overcoming depression
2. Offers self-help strategies for managing depression
3. Provides guidance on coping with depressive symptoms
4. Offers tips for improving mental well-being
5. Provides resources for seeking professional help
6. Offers techniques for managing stress and anxiety
7. Provides information on self-care practices for depression
8. Offers strategies for building a support network
9. Provides tools for tracking mood and progress
10. Offers exercises for promoting positive thinking","[""Android BitmapFun"", ""SourceForge ZBar""]","[""Bolts Base Library""]",True
33943,"1. Easy and quick Controls
2. NEW 2 Boats / Ships to unlock!
3. Addictive and unique Gameplay
4. Leaderboards and Achievements
5. Retro Pixels Style 8 Bit Game and BGM
6. Evade Mines, Big Boats, Speedboats and more
7. Choose between Day Mode (Easy) and Night Mode (Hard)
8. Hidden bonus items to unlock
9. Fun for Kids, pixels fans and everyone
10. 100% free and unlimited","[""Ini4J"", ""Bolts Base Library""]","[""YoYoGames GameMaker""]",True
52465,"1. Play games suitable for children aged 6 to 12.
2. Meet new friends in the virtual world.
3. Design the character of your choice.
4. Continue playing on cell phone or tablet.
5. Play Mogobi from anywhere.
6. Create a character for free.
7. Register for free and enjoy exciting adventures.
8. Access the app from web or mobile devices.
9. Bug fixes.
10. New adventures.
11. New games.","[""Vungle's Android SDK"", ""AppsFlyer""]","[""Square Dagger""]",True
52899,"1. Realistic Sniper Shooting
2. Addictive gameplay
3. Adrenaline boosting difficulty level
4. High Definition graphics
5. Detailed Aiming
6. Absolute zoom in / zoom out during play
7. Increasing difficulty
8. Sniper shooting missions","[""Fmod"", ""Heyzap""]","[""Unity3d Advertisement""]",False
48563,"1. Listen to free streaming music, sports, news, and talk radio.  
2. Record live audio broadcasts for podcasting.  
3. Discover new music across various genres.  
4. Participate in conversations about current events, politics, sports, and music.  
5. Enjoy free unlimited listening, recording, and sharing.  
6. Login with Facebook, Twitter, or Google+.","[""Apache Cordova"", ""Facebook SDK""]","[""Square OkHttp""]",True
24025,"1. Thrilling graphics and gameplay
2. Content-rich and ultra-interesting
3. 40 maps campaign levels
4. Many types of enemy units
5. 6 types of towers
6. Free combination of all turrets
7. Upgrade power of your tower
8. Save the world from hard enemies","[""Unity3d Advertisement"", ""Google Play SDK""]","[""Unity3D""]",True
16322,"1. Reserve your stay
2. Browse casino games and promotions
3. Advantage Players Club perks and offers
4. Make restaurant reservations and view menus
5. Access custom GPS and property maps
6. Book activities and check entertainment schedule
7. Get live weather updates
8. In-app search for content
9. Bookmark pages to create your own itinerary
10. Stay updated with social media feeds","[""Fabric"", ""Android Support v13""]","[""Crashlytics""]",True
44560,"1. Draw cute cartoon wolf puppies
2. Start with basic to draw animal wolf
3. Learn to draw wolf manga for kids
4. Draw chibi wolf dog
5. Draw baby wolf for kids","[""Android BitmapFun"", ""Google Mobile Services""]","[""PDFTron: PDF SDK""]",True
23029,"1. Practice new words with flashcards
2. Retain information with popular flashcard methods
3. Access complete JLPT N5 vocabulary
4. Choose from 3 practice modes
5. Play games to learn Japanese
6. Grade your progress and become a black belt
7. Shop for items to decorate your home room
8. Enjoy beautiful graphics from Japan
9. Flip cards or slice them to study
10. Favorite difficult cards for separate study
11. Use ""5 card shuffle"" for fast review
12. Set the speed for fixed review time
13. Follow recommended pattern practice for retention","[""Verizon Ads SDK"", ""Facebook SDK""]","[""Amazon Game Studios""]",True
38829,"1. Register for Intaglio 2015 Business Summit
2. View schedule of events and sessions
3. Explore list of participating B-Schools
4. Get information about prize money
5. Connect with participants from different countries
6. Access information about previous Intaglio events
7. Receive notifications about important updates and announcements
8. Access contact information for event organizers
9. Participate in interactive quizzes and competitions
10. View live updates and results during the event","[""Retrofit Restful Library"", ""Android Support v4""]","[""Square OkHttp""]",True
19706,"1. Find your way out of each room
2. Use in-game clues to solve puzzles
3. Open the door to escape
4. Pick up and use items from your inventory
5. Unlock doors to progress to the next room
6. Look for numeric, color, or text codes
7. Find objects and combine them to find a key
8. Move images into boxes to progress
9. Match images from two sets
10. Use clues provided in the room to complete tasks","[""Java Native Lua"", ""Google Ads""]","[""Corona Game Engine""]",True
13621,"1. Play a pregnant mommy and newborn baby care game.  
2. Dress up the pregnant mommy and newborn baby.  
3. Perform light aerobic exercise for a pregnant mommy.  
4. Help a pregnant mommy prepare for childbirth.  
5. Take care of a newborn baby.  
6. Design fashion hairstyles for a newborn baby.  
7. Learn how to care for a new mommy and newborn baby.  
8. Perform ultrasound examination for a pregnant mommy.  
9. Test blood pressure and heart rate for a pregnant mommy.","[""Adobe Air"", ""Google Ads""]","[""Baidu SDK""]",True
22295,"1. Play inside Sweet Baby Girl's house or in the yard!
2. Choose from 13 super cool baby activities!
3. Try on 58 super baby clothes and toys!
4. Dress up sweet baby Alice in cute outfits!
5. Have fun at baby Alice's Birthday Party!
6. Clean up sweet Alice's messy room!
7. Bake a yummy cake and prepare healthy baby food!
8. Give Alice a bottle of yummy milk and sing her to sleep!
9. Have a tea party with adorable toys!
10. Collect 8 stickers and see what they look like!
11. Spend time in the yard catching butterflies or making a flower crown!
12. Kids favorite baby care and play time activities!
13. Amazingly cute graphics, sounds, and babies!
14. Easy to play even for toddlers and little kids!","[""OkHttp okio Framework"", ""Google Play SDK""]","[""OKHttp3.0""]",True
